"","pid","agree","hasChoice","advisor","inf","initialAnswer","finalAnswer","initialConfidence","finalConfidence","shift","cappedInfluence"
"69","1","1","TRUE","1",0,2,2,33,33,0,0
"70","1","1","TRUE","2",1,2,2,41,42,1,1
"71","1","0","FALSE","1",12,2,2,29,17,-12,12
"72","1","0","FALSE","2",9,2,2,14,5,-9,9
"73","1","1","TRUE","1",4,2,2,32,36,4,4
"74","1","1","TRUE","2",4,2,2,32,36,4,4
"75","1","1","TRUE","1",-4,2,2,39,35,-4,-4
"76","1","0","FALSE","2",37,2,1,30,-7,-37,-25
"77","1","1","TRUE","1",0,2,2,47,47,0,0
"78","1","1","FALSE","2",0,2,2,24,24,0,0
"79","1","0","FALSE","2",19,2,2,27,8,-19,19
"80","1","1","FALSE","1",3,2,2,23,26,3,3
"81","1","1","FALSE","1",0,2,2,36,36,0,0
"82","1","1","FALSE","2",0,2,2,12,12,0,0
"83","1","1","FALSE","2",-2,1,1,-27,-25,-2,-2
"84","1","0","FALSE","1",21,2,2,34,13,-21,21
"85","1","1","FALSE","1",0,1,1,-31,-31,0,0
"86","1","0","FALSE","1",25,2,2,47,22,-25,-8
"87","1","1","TRUE","1",1,2,2,20,21,1,1
"88","1","1","FALSE","1",1,2,2,39,40,1,1
"89","1","0","TRUE","1",34,2,2,44,10,-34,-11
"90","1","0","TRUE","1",-1,2,2,35,36,1,-1
"91","1","0","FALSE","1",0,2,2,40,40,0,0
"92","1","1","FALSE","2",16,2,2,7,23,16,16
"93","1","1","FALSE","2",0,2,2,36,36,0,0
"94","1","1","FALSE","2",4,2,2,20,24,4,4
"95","1","0","FALSE","1",2,1,1,-30,-28,-2,2
"96","1","1","TRUE","1",0,2,2,28,28,0,0
"97","1","0","FALSE","2",9,2,2,18,9,-9,9
"98","1","1","FALSE","1",3,2,2,40,43,3,3
"99","1","1","FALSE","2",1,2,2,41,42,1,1
"100","1","0","TRUE","2",23,1,1,-31,-8,-23,23
"101","1","0","TRUE","1",14,2,2,31,17,-14,14
"102","1","1","FALSE","2",6,2,2,33,39,6,6
"103","1","1","FALSE","1",8,2,2,34,42,8,8
"104","1","1","FALSE","1",2,1,1,-29,-31,2,2
"105","1","1","TRUE","2",7,2,2,42,49,7,7
"106","1","0","FALSE","1",16,2,2,38,22,-16,16
"107","1","1","TRUE","1",0,2,2,41,41,0,0
"108","1","1","FALSE","1",-12,1,1,-44,-32,-12,11
"109","1","0","FALSE","2",16,2,2,32,16,-16,16
"110","1","0","FALSE","2",2,2,2,40,38,-2,2
"111","1","1","TRUE","1",-1,2,2,41,40,-1,-1
"112","1","0","TRUE","1",15,2,2,33,18,-15,15
"113","1","1","FALSE","1",-7,1,1,-27,-20,-7,-7
"114","1","0","TRUE","1",20,2,2,36,16,-20,-19
"115","1","0","FALSE","1",14,2,2,27,13,-14,14
"116","1","1","FALSE","1",1,2,2,30,31,1,1
"117","1","1","TRUE","1",-1,2,2,30,29,-1,-1
"118","1","1","FALSE","2",1,2,2,36,37,1,1
"119","1","1","FALSE","2",1,2,2,33,34,1,1
"120","1","1","FALSE","2",-1,1,1,-32,-31,-1,-1
"121","1","0","TRUE","1",-1,2,2,42,43,1,-1
"122","1","0","FALSE","2",16,2,2,30,14,-16,16
"123","1","1","FALSE","2",-1,1,1,-37,-36,-1,-1
"124","1","0","FALSE","1",22,2,2,35,13,-22,-20
"125","1","0","FALSE","2",24,2,2,33,9,-24,-22
"126","1","0","TRUE","1",19,2,2,25,6,-19,19
"127","1","1","FALSE","2",0,2,2,32,32,0,0
"128","1","1","TRUE","2",-1,2,2,28,27,-1,-1
"129","1","1","FALSE","1",1,2,2,29,30,1,1
"130","1","1","FALSE","1",0,2,2,25,25,0,0
"131","1","1","FALSE","1",0,1,1,-34,-34,0,0
"132","1","1","FALSE","2",0,1,1,-35,-35,0,0
"133","1","1","FALSE","2",11,2,2,41,52,11,11
"134","1","1","TRUE","1",-3,2,2,41,38,-3,-3
"135","1","0","TRUE","2",15,2,2,37,22,-15,15
"136","1","0","FALSE","2",0,2,2,44,44,0,0
"137","1","1","FALSE","1",0,2,2,45,45,0,0
"138","1","0","TRUE","2",0,2,2,53,53,0,0
"139","1","0","FALSE","1",16,2,2,39,23,-16,16
"140","1","0","FALSE","1",10,2,2,35,25,-10,10
"141","1","1","TRUE","2",-6,1,1,-29,-23,-6,-6
"142","1","0","FALSE","1",16,2,2,34,18,-16,16
"143","1","0","FALSE","2",27,2,2,42,15,-27,-13
"144","1","0","TRUE","2",19,2,2,46,27,-19,-9
"145","1","1","TRUE","1",9,2,2,18,27,9,9
"146","1","0","FALSE","1",9,2,2,25,16,-9,9
"147","1","1","FALSE","2",1,1,1,-36,-37,1,1
"148","1","1","TRUE","1",0,2,2,35,35,0,0
"149","1","1","TRUE","1",1,2,2,41,42,1,1
"150","1","0","FALSE","1",12,1,1,-33,-21,-12,12
"151","1","1","TRUE","2",3,2,2,48,51,3,3
"152","1","1","FALSE","2",6,2,2,28,34,6,6
"153","1","1","FALSE","2",6,1,1,-31,-37,6,6
"154","1","1","FALSE","2",5,1,1,-28,-33,5,5
"155","1","0","FALSE","2",-1,2,2,41,42,1,-1
"156","1","0","FALSE","2",10,2,2,27,17,-10,10
"157","1","1","TRUE","2",5,2,2,23,28,5,5
"158","1","1","TRUE","2",-4,1,1,-35,-31,-4,-4
"159","1","1","FALSE","1",-3,1,1,-26,-23,-3,-3
"160","1","1","FALSE","2",0,1,1,-37,-37,0,0
"161","1","1","TRUE","1",7,2,2,41,48,7,7
"162","1","0","FALSE","1",20,2,2,40,20,-20,-15
"163","1","1","FALSE","1",1,1,1,-33,-34,1,1
"164","1","0","FALSE","2",11,2,2,41,30,-11,11
"165","1","1","FALSE","1",0,2,2,40,40,0,0
"166","1","1","FALSE","1",5,2,2,13,18,5,5
"167","1","0","TRUE","1",5,2,2,37,32,-5,5
"168","1","1","FALSE","1",-2,2,2,29,27,-2,-2
"169","1","1","TRUE","1",-2,2,2,33,31,-2,-2
"170","1","0","FALSE","2",-3,2,2,43,46,3,-3
"171","1","0","TRUE","1",0,2,2,48,48,0,0
"172","1","1","FALSE","1",8,2,2,16,24,8,8
"173","1","1","TRUE","2",7,1,1,-28,-35,7,7
"174","1","1","FALSE","2",5,2,2,38,43,5,5
"175","1","0","TRUE","2",18,1,1,-33,-15,-18,18
"176","1","0","FALSE","2",10,2,2,36,26,-10,10
"177","1","1","TRUE","1",0,2,2,33,33,0,0
"178","1","1","FALSE","1",1,2,2,34,35,1,1
"179","1","0","FALSE","2",20,1,1,-33,-13,-20,20
"180","1","0","TRUE","1",6,1,1,-27,-21,-6,6
"181","1","0","FALSE","2",20,2,2,37,17,-20,-18
"182","1","1","FALSE","1",5,2,2,9,14,5,5
"183","1","0","TRUE","2",2,2,2,36,34,-2,2
"184","1","0","FALSE","1",16,2,2,25,9,-16,16
"185","1","1","FALSE","2",4,2,2,20,24,4,4
"186","1","0","FALSE","2",14,2,2,33,19,-14,14
"187","1","0","TRUE","1",37,1,2,-36,1,-37,-19
"188","1","1","FALSE","1",2,2,2,40,42,2,2
"189","1","1","FALSE","2",3,2,2,22,25,3,3
"190","1","1","FALSE","1",0,1,1,-22,-22,0,0
"191","1","0","FALSE","1",6,2,2,20,14,-6,6
"192","1","1","FALSE","1",-1,1,1,-25,-24,-1,-1
"193","1","0","TRUE","1",5,2,2,10,5,-5,5
"194","1","0","FALSE","1",-4,2,2,23,27,4,-4
"195","1","1","FALSE","2",3,1,1,-25,-28,3,3
"196","1","0","FALSE","2",10,1,1,-40,-30,-10,10
"197","1","1","FALSE","1",-5,1,1,-40,-35,-5,-5
"198","1","1","TRUE","2",-2,1,1,-29,-27,-2,-2
"199","1","1","TRUE","1",1,2,2,45,46,1,1
"200","1","1","TRUE","1",-4,2,2,28,24,-4,-4
"201","1","1","FALSE","2",5,2,2,38,43,5,5
"202","1","1","FALSE","1",-4,1,1,-44,-40,-4,-4
"203","1","0","FALSE","1",3,2,2,42,39,-3,3
"204","1","0","FALSE","1",14,2,2,42,28,-14,-13
"205","1","1","TRUE","2",7,1,1,-26,-33,7,7
"206","1","1","FALSE","1",2,2,2,40,42,2,2
"207","1","0","FALSE","2",9,2,2,27,18,-9,9
"208","1","1","FALSE","2",11,2,2,29,40,11,11
"209","1","1","FALSE","1",5,2,2,33,38,5,5
"210","1","1","FALSE","2",4,1,1,-30,-34,4,4
"211","1","0","FALSE","2",13,2,2,38,25,-13,13
"212","1","1","FALSE","2",4,2,2,26,30,4,4
"213","1","0","FALSE","1",9,2,2,29,20,-9,9
"214","1","1","TRUE","1",3,2,2,49,52,3,3
"215","1","0","TRUE","1",22,1,1,-33,-11,-22,22
"216","1","0","TRUE","1",10,2,2,25,15,-10,10
"217","1","0","FALSE","2",4,2,2,54,50,-4,-1
"218","1","1","FALSE","2",1,2,2,23,24,1,1
"219","1","0","FALSE","1",14,1,1,-36,-22,-14,14
"220","1","0","FALSE","1",2,2,2,26,24,-2,2
"221","1","1","FALSE","1",2,1,1,-29,-31,2,2
"222","1","1","TRUE","2",5,1,1,-20,-25,5,5
"223","1","0","TRUE","1",-17,1,1,-15,-32,17,-17
"224","1","1","FALSE","2",6,2,2,28,34,6,6
"225","1","1","FALSE","1",0,2,2,26,26,0,0
"226","1","0","TRUE","1",6,2,2,32,26,-6,6
"227","1","0","TRUE","1",13,2,2,30,17,-13,13
"228","1","0","FALSE","2",14,1,1,-33,-19,-14,14
"229","1","1","TRUE","1",6,2,2,39,45,6,6
"230","1","0","FALSE","1",15,2,2,31,16,-15,15
"231","1","0","FALSE","1",6,1,1,-20,-14,-6,6
"232","1","1","FALSE","2",6,2,2,39,45,6,6
"233","1","1","FALSE","1",-1,2,2,45,44,-1,-1
"234","1","1","FALSE","2",3,1,1,-30,-33,3,3
"235","1","1","TRUE","1",7,2,2,39,46,7,7
"236","1","1","FALSE","2",3,2,2,42,45,3,3
"237","1","0","FALSE","2",10,2,2,12,2,-10,10
"238","1","1","FALSE","1",18,2,2,25,43,18,18
"239","1","0","TRUE","1",17,2,2,22,5,-17,17
"240","1","0","TRUE","1",7,2,2,29,22,-7,7
"241","1","1","FALSE","2",3,2,2,28,31,3,3
"242","1","0","FALSE","1",21,2,2,36,15,-21,-19
"243","1","0","FALSE","2",27,2,2,40,13,-27,-15
"244","1","1","TRUE","2",1,1,1,-15,-16,1,1
"245","1","1","FALSE","1",8,1,1,-23,-31,8,8
"246","1","1","FALSE","2",-6,2,2,19,13,-6,-6
"247","1","1","FALSE","1",4,2,2,30,34,4,4
"248","1","1","FALSE","1",5,2,2,37,42,5,5
"249","1","0","FALSE","2",9,1,1,-27,-18,-9,9
"250","1","0","TRUE","1",6,2,2,32,26,-6,6
"251","1","0","FALSE","1",11,1,1,-24,-13,-11,11
"252","1","1","FALSE","1",9,2,2,45,54,9,9
"253","1","1","FALSE","2",-14,2,2,31,17,-14,-14
"254","1","1","TRUE","1",0,2,2,6,6,0,0
"255","1","1","FALSE","2",8,1,1,-33,-41,8,8
"256","1","1","TRUE","1",-12,2,2,34,22,-12,-12
"257","1","1","TRUE","2",6,2,2,29,35,6,6
"258","1","1","FALSE","1",2,2,2,29,31,2,2
"259","1","0","TRUE","1",17,1,1,-31,-14,-17,17
"260","1","0","TRUE","1",17,2,2,30,13,-17,17
"261","1","0","TRUE","2",17,2,2,26,9,-17,17
"262","1","1","FALSE","2",13,2,2,20,33,13,13
"263","1","1","FALSE","1",2,2,2,41,43,2,2
"264","1","1","FALSE","2",-1,2,2,48,47,-1,-1
"265","1","0","TRUE","1",7,2,2,42,35,-7,7
"266","1","1","TRUE","1",-5,2,2,37,32,-5,-5
"267","1","1","TRUE","2",-10,2,2,23,13,-10,-10
"268","1","0","FALSE","2",14,2,2,25,11,-14,14
"269","1","0","FALSE","1",10,1,1,-21,-11,-10,10
"270","1","0","FALSE","2",14,2,2,24,10,-14,14
"271","1","0","TRUE","1",14,2,2,39,25,-14,14
"272","1","1","TRUE","2",7,2,2,27,34,7,7
"273","1","1","TRUE","2",1,2,2,37,38,1,1
"274","1","0","FALSE","1",10,2,2,51,41,-10,-4
"275","1","1","FALSE","1",-8,1,1,-35,-27,-8,-8
"276","1","0","FALSE","1",12,2,2,23,11,-12,12
"277","1","1","FALSE","2",6,2,2,26,32,6,6
"278","1","0","FALSE","1",-3,2,2,23,26,3,-3
"279","1","1","FALSE","1",-10,2,2,35,25,-10,-10
"280","1","1","FALSE","2",5,2,2,35,40,5,5
"281","1","0","FALSE","1",-2,2,2,26,28,2,-2
"282","1","1","TRUE","2",13,2,2,26,39,13,13
"283","1","1","FALSE","2",6,1,1,-28,-34,6,6
"284","1","1","FALSE","2",3,2,2,33,36,3,3
"285","1","1","FALSE","1",-8,1,1,-18,-10,-8,-8
"286","1","0","TRUE","1",0,2,2,32,32,0,0
"287","1","1","FALSE","2",3,2,2,26,29,3,3
"288","1","0","FALSE","2",17,2,2,20,3,-17,17
"289","2","1","FALSE","2",0,1,1,-7,-7,0,0
"290","2","1","FALSE","1",0,2,2,8,8,0,0
"291","2","1","FALSE","1",0,1,1,-9,-9,0,0
"292","2","0","FALSE","1",5,1,1,-24,-19,-5,5
"293","2","1","TRUE","1",0,2,2,10,10,0,0
"294","2","0","FALSE","1",2,1,1,-7,-5,-2,2
"295","2","0","FALSE","2",0,1,1,-17,-17,0,0
"296","2","1","FALSE","2",0,2,2,26,26,0,0
"297","2","1","TRUE","2",0,1,1,-12,-12,0,0
"298","2","1","TRUE","1",0,1,1,-1,-1,0,0
"299","2","1","TRUE","2",0,1,1,-8,-8,0,0
"300","2","1","FALSE","2",0,2,2,22,22,0,0
"301","2","1","FALSE","2",0,1,1,-3,-3,0,0
"302","2","1","TRUE","1",0,2,2,11,11,0,0
"303","2","1","FALSE","1",3,1,1,-1,-4,3,3
"304","2","1","TRUE","1",0,1,1,-7,-7,0,0
"305","2","0","FALSE","2",2,1,1,-6,-4,-2,2
"306","2","1","FALSE","2",0,2,2,19,19,0,0
"307","2","0","FALSE","1",4,2,2,33,29,-4,4
"308","2","1","TRUE","1",0,2,2,14,14,0,0
"309","2","1","TRUE","2",0,1,1,-11,-11,0,0
"310","2","1","FALSE","1",0,2,2,12,12,0,0
"311","2","1","FALSE","1",0,2,2,1,1,0,0
"312","2","1","FALSE","2",0,2,2,8,8,0,0
"313","2","1","FALSE","1",0,2,2,9,9,0,0
"314","2","1","FALSE","2",0,1,1,-11,-11,0,0
"315","2","0","FALSE","1",2,2,2,4,2,-2,2
"316","2","1","FALSE","1",0,1,1,-15,-15,0,0
"317","2","1","FALSE","2",0,2,2,5,5,0,0
"318","2","1","FALSE","1",0,1,1,-9,-9,0,0
"319","2","0","FALSE","2",4,2,2,10,6,-4,4
"320","2","0","TRUE","1",2,1,2,-1,1,-2,2
"321","2","0","TRUE","2",5,2,2,11,6,-5,5
"322","2","0","FALSE","2",0,1,1,-7,-7,0,0
"323","2","0","FALSE","2",9,1,1,-15,-6,-9,9
"324","2","0","FALSE","1",3,2,2,10,7,-3,3
"325","2","0","TRUE","1",3,2,2,6,3,-3,3
"326","2","0","FALSE","2",5,2,2,8,3,-5,5
"327","2","0","FALSE","2",5,1,1,-12,-7,-5,5
"328","2","0","FALSE","1",4,2,2,9,5,-4,4
"329","2","0","TRUE","1",0,1,1,-18,-18,0,0
"330","2","1","FALSE","1",0,1,1,-31,-31,0,0
"331","2","0","FALSE","2",2,2,2,12,10,-2,2
"332","2","1","FALSE","1",0,2,2,19,19,0,0
"333","2","0","TRUE","1",3,1,1,-22,-19,-3,3
"334","2","0","TRUE","2",3,2,2,13,10,-3,3
"335","2","1","TRUE","1",0,1,1,-19,-19,0,0
"336","2","1","TRUE","1",0,2,2,21,21,0,0
"337","2","1","FALSE","1",0,1,1,-25,-25,0,0
"338","2","0","FALSE","1",2,1,2,-1,1,-2,2
"339","2","0","FALSE","1",2,1,1,-4,-2,-2,2
"340","2","1","TRUE","2",0,2,2,8,8,0,0
"341","2","0","FALSE","1",3,2,2,13,10,-3,3
"342","2","0","TRUE","1",3,1,1,-7,-4,-3,3
"343","2","0","FALSE","1",3,1,1,-18,-15,-3,3
"344","2","1","FALSE","2",0,1,1,-8,-8,0,0
"345","2","1","TRUE","2",0,1,1,-6,-6,0,0
"346","2","0","FALSE","2",3,1,1,-9,-6,-3,3
"347","2","0","TRUE","1",2,1,1,-8,-6,-2,2
"348","2","1","FALSE","2",0,1,1,-8,-8,0,0
"349","2","0","TRUE","1",1,2,2,6,5,-1,1
"350","2","0","TRUE","1",3,2,2,10,7,-3,3
"351","2","0","FALSE","2",6,1,1,-7,-1,-6,6
"352","2","0","FALSE","2",8,2,1,4,-4,-8,8
"353","2","1","TRUE","2",0,2,2,12,12,0,0
"354","2","1","FALSE","2",0,1,1,-10,-10,0,0
"355","2","0","FALSE","1",5,1,1,-6,-1,-5,5
"356","2","0","FALSE","2",4,2,2,9,5,-4,4
"357","2","1","FALSE","2",0,1,1,-7,-7,0,0
"358","2","0","FALSE","1",7,2,2,15,8,-7,7
"359","2","1","TRUE","1",0,1,1,-6,-6,0,0
"360","2","1","FALSE","1",0,1,1,-9,-9,0,0
"361","2","0","TRUE","2",3,2,2,27,24,-3,3
"362","2","0","FALSE","1",5,1,1,-6,-1,-5,5
"363","2","1","TRUE","1",0,2,2,9,9,0,0
"364","2","1","FALSE","1",0,2,2,8,8,0,0
"365","2","0","FALSE","1",2,1,1,-5,-3,-2,2
"366","2","0","FALSE","2",3,2,2,4,1,-3,3
"367","2","1","FALSE","2",0,2,2,14,14,0,0
"368","2","1","TRUE","2",0,2,2,6,6,0,0
"369","2","0","FALSE","1",4,2,2,15,11,-4,4
"370","2","1","TRUE","1",0,2,2,9,9,0,0
"371","2","0","FALSE","1",5,1,1,-10,-5,-5,5
"372","2","0","FALSE","2",4,1,1,-7,-3,-4,4
"373","2","0","FALSE","1",6,2,2,20,14,-6,6
"374","2","1","FALSE","2",2,2,2,6,8,2,2
"375","2","0","FALSE","2",3,1,1,-16,-13,-3,3
"376","2","0","FALSE","1",3,1,1,-7,-4,-3,3
"377","2","1","FALSE","1",0,2,2,16,16,0,0
"378","2","1","TRUE","2",3,1,1,-5,-8,3,3
"379","2","1","TRUE","1",0,2,2,10,10,0,0
"380","2","0","FALSE","2",4,1,1,-13,-9,-4,4
"381","2","1","TRUE","1",0,2,2,15,15,0,0
"382","2","1","FALSE","2",0,2,2,11,11,0,0
"383","2","0","TRUE","1",2,1,1,-6,-4,-2,2
"384","2","0","FALSE","2",2,2,1,1,-1,-2,2
"385","2","0","FALSE","2",3,2,2,16,13,-3,3
"386","2","1","TRUE","1",0,1,1,-34,-34,0,0
"387","2","1","TRUE","2",0,1,1,-9,-9,0,0
"388","2","0","TRUE","2",4,2,2,14,10,-4,4
"389","2","1","TRUE","1",0,2,2,16,16,0,0
"390","2","1","TRUE","2",0,1,1,-14,-14,0,0
"391","2","1","FALSE","2",0,2,2,12,12,0,0
"392","2","1","FALSE","2",1,2,2,11,12,1,1
"393","2","0","FALSE","1",2,2,1,1,-1,-2,2
"394","2","1","FALSE","2",4,1,1,-15,-19,4,4
"395","2","1","FALSE","1",0,1,1,-19,-19,0,0
"396","2","0","FALSE","1",5,2,1,3,-2,-5,5
"397","2","0","TRUE","2",5,1,1,-11,-6,-5,5
"398","2","1","TRUE","1",2,2,2,6,8,2,2
"399","2","0","FALSE","1",8,1,1,-11,-3,-8,8
"400","2","0","TRUE","2",3,1,1,-8,-5,-3,3
"401","2","0","FALSE","2",7,2,1,6,-1,-7,7
"402","2","1","FALSE","2",0,1,1,-6,-6,0,0
"403","2","1","FALSE","2",1,1,1,-6,-7,1,1
"404","2","1","FALSE","1",0,1,1,-24,-24,0,0
"405","2","1","FALSE","1",0,1,1,-12,-12,0,0
"406","2","1","FALSE","2",0,1,1,-7,-7,0,0
"407","2","0","FALSE","1",2,2,1,1,-1,-2,2
"408","2","1","FALSE","1",0,1,1,-16,-16,0,0
"409","2","1","FALSE","1",0,2,2,18,18,0,0
"410","2","1","FALSE","2",0,1,1,-7,-7,0,0
"411","2","1","FALSE","2",0,1,1,-12,-12,0,0
"412","2","0","FALSE","2",6,2,2,10,4,-6,6
"413","2","1","FALSE","2",0,1,1,-12,-12,0,0
"414","2","1","FALSE","1",3,1,1,-9,-12,3,3
"415","2","0","FALSE","1",4,2,2,8,4,-4,4
"416","2","1","FALSE","1",0,1,1,-26,-26,0,0
"417","2","0","TRUE","2",5,2,2,16,11,-5,5
"418","2","1","TRUE","2",0,1,1,-18,-18,0,0
"419","2","1","FALSE","2",0,2,2,13,13,0,0
"420","2","0","TRUE","1",4,1,2,-3,1,-4,4
"421","2","1","TRUE","2",0,2,2,14,14,0,0
"422","2","1","FALSE","2",0,2,2,13,13,0,0
"423","2","1","FALSE","2",0,1,1,-7,-7,0,0
"424","2","0","FALSE","1",3,2,1,2,-1,-3,3
"425","2","1","TRUE","2",0,1,1,-5,-5,0,0
"426","2","0","FALSE","1",3,1,2,-2,1,-3,3
"427","2","0","FALSE","1",3,1,1,-5,-2,-3,3
"428","2","0","FALSE","2",0,2,2,9,9,0,0
"429","2","1","TRUE","1",0,1,1,-10,-10,0,0
"430","2","0","TRUE","2",0,2,2,1,1,0,0
"431","2","1","FALSE","1",0,1,1,-4,-4,0,0
"432","2","1","TRUE","1",0,2,2,3,3,0,0
"433","2","0","TRUE","1",3,2,2,11,8,-3,3
"434","2","0","TRUE","2",4,1,1,-6,-2,-4,4
"435","2","1","FALSE","1",0,1,1,-7,-7,0,0
"436","2","1","FALSE","1",1,1,1,-6,-7,1,1
"437","2","1","FALSE","1",0,2,2,13,13,0,0
"438","2","1","FALSE","2",0,2,2,11,11,0,0
"439","2","1","TRUE","1",0,2,2,12,12,0,0
"440","2","0","TRUE","2",2,1,1,-12,-10,-2,2
"441","2","0","FALSE","1",3,2,2,29,26,-3,3
"442","2","1","FALSE","1",0,2,2,5,5,0,0
"443","2","0","FALSE","2",5,1,2,-4,1,-5,5
"444","2","0","FALSE","1",5,2,2,15,10,-5,5
"445","2","1","TRUE","1",0,2,2,9,9,0,0
"446","2","1","TRUE","2",0,1,1,-20,-20,0,0
"447","2","1","FALSE","2",0,2,2,18,18,0,0
"448","2","1","FALSE","2",0,2,2,15,15,0,0
"449","2","0","FALSE","2",3,2,2,11,8,-3,3
"450","2","0","FALSE","2",3,1,1,-16,-13,-3,3
"451","2","0","FALSE","2",5,1,1,-6,-1,-5,5
"452","2","1","TRUE","1",0,1,1,-10,-10,0,0
"453","2","1","FALSE","1",0,2,2,7,7,0,0
"454","2","0","FALSE","2",2,1,1,-7,-5,-2,2
"455","2","1","FALSE","1",0,1,1,-30,-30,0,0
"456","2","0","TRUE","2",4,2,2,13,9,-4,4
"457","2","1","FALSE","2",5,1,1,-6,-11,5,5
"458","2","1","TRUE","1",0,1,1,-34,-34,0,0
"459","2","1","FALSE","2",0,1,1,-12,-12,0,0
"460","2","0","FALSE","2",5,1,1,-17,-12,-5,5
"461","2","1","FALSE","1",0,1,1,-39,-39,0,0
"462","2","1","FALSE","1",0,1,1,-35,-35,0,0
"463","2","0","TRUE","2",3,2,2,13,10,-3,3
"464","2","1","FALSE","1",4,1,1,-1,-5,4,4
"465","2","1","FALSE","2",0,2,2,4,4,0,0
"466","2","1","FALSE","2",0,2,2,29,29,0,0
"467","2","1","FALSE","1",0,1,1,-16,-16,0,0
"468","2","1","FALSE","1",0,2,2,19,19,0,0
"469","2","0","TRUE","1",4,1,1,-16,-12,-4,4
"470","2","1","TRUE","2",0,2,2,20,20,0,0
"471","2","1","FALSE","2",0,1,1,-20,-20,0,0
